coord_um_t_5ps	rho_g_cc_t_5ps	Te_eV_t_5ps	Ti_eV_t_5ps
0.027455	4.7713	0.38443	0.42679
0.028006	4.7676	0.39316	0.43299
0.028557	4.766	0.40138	0.43892
0.029107	4.767	0.41063	0.45434
0.029657	4.9158	0.43154	0.51189
0.03019	4.8606	0.43772	0.49253
0.030728	4.8607	0.44391	0.49834
0.031265	4.859	0.45158	0.50428
0.031802	4.8555	0.46438	0.51064
0.032339	4.8513	0.47759	0.51853
0.032876	5.051	0.50046	0.60532
0.033392	5.0614	0.50813	0.61525
0.033906	5.0578	0.51732	0.62004
0.034419	5.0537	0.53161	0.62712
0.034932	5.05	0.54316	0.63312
0.035446	5.0461	0.55796	0.64094
0.035959	5.0405	0.56979	0.649
0.036472	5.0342	0.58518	0.65729
0.036985	5.2199	0.61041	0.7425
0.03748	5.2604	0.62492	0.76531
0.03797	5.2549	0.63919	0.7709
0.038461	5.2493	0.65166	0.7787500000000001
0.038951	5.2448	0.66444	0.78529
0.039441	5.2383	0.67501	0.78966
0.039932	5.2317	0.6913899999999999	0.79669
0.040422	5.2269	0.70139	0.80399
0.040913	5.3629	0.7289600000000001	0.86952
0.04139	5.471	0.75554	0.91399
0.041858	5.4627	0.7689	0.92071
0.042326	5.4569	0.77888	0.92867
0.042794	5.4502	0.79657	0.93505
0.043262	5.4446	0.80942	0.9434399999999999
0.04373	5.4406	0.82255	0.95023
0.04419799999999999	5.4354	0.83668	0.95402
0.044666	5.4271	0.85572	0.96362
0.045134	5.5962	0.89867	1.0344
0.045587	5.6747	0.92615	1.071
0.046034	5.6607	0.94309	1.0812
0.046482	5.6507	0.96047	1.093
0.04692900000000001	5.6405	0.97695	1.106
0.047378	5.632	0.99632	1.1199
0.047826	5.6208	1.0122	1.1335
0.048275	5.6103	1.0356	1.1447
0.048724	5.6089	1.0639	1.1561
0.049173	5.6084	1.0831	1.1687
0.049622	5.5944	1.0946	1.1769
0.050071	5.7285	1.1346	1.2315
0.05050900000000001	5.819	1.1685	1.263
0.05094	5.803	1.1906	1.2759
0.05137199999999999	5.7872	1.2161	1.2867
0.051804	5.7535	1.2392	1.3083
0.052239	5.7339	1.2625	1.321
0.052674	5.727	1.2828	1.335
0.05311	5.714	1.3086	1.3533
0.053547	5.6898	1.3309	1.3692
0.053984	5.6473	1.3532	1.3847
0.054425	5.6473	1.3771	1.3914
0.054865	5.6442	1.4013	1.4011
0.055305	5.5409	1.4231	1.4618
0.055752	5.5245	1.4306	1.4137
0.056201	5.4834	1.4456	1.4495
0.056652	5.4934	1.4693	1.462
0.057102	5.4571	1.4878	1.478
0.057555	5.0206	1.5018	1.3969
0.05804699999999999	5.4465	1.5265	1.5223
0.058499	4.9533	1.5114	1.3968
0.05899699999999999	4.7672	1.4887	1.318
0.059513	5.2115	1.5874	1.5401
0.059984	5.2371	1.6369	1.5741
0.06045300000000001	5.1906	1.6606	1.5987
0.060926	5.1568	1.6822	1.6252
0.061401	5.1309	1.6959	1.6429
0.061878	4.5921	1.6056	1.5448
0.062411	4.6845	1.6607	1.6003
0.062933	4.6686	1.6806	1.6167
0.063456	4.7037	1.7193	1.6491
0.063974	4.6653	1.7372	1.6695
0.064496	4.6319	1.7583	1.6876
0.065022	4.5685	1.7786	1.7023
0.065554	4.5276	1.7985	1.7159
0.06609	4.4281	1.8088	1.7173
0.066638	4.442	1.8489	1.7501
0.06718399999999999	4.4142	1.8595	1.7638
0.067733	3.8581	1.7443	1.6398
0.06836	3.8599	1.7879	1.6732
0.06898600000000001	3.8832	1.8232	1.6995
0.069607	3.8301	1.8571	1.7247
0.07023700000000001	3.8571	1.8985	1.7779
0.07086199999999999	3.9002	1.9368	1.8104
0.071479	3.7691	1.9163	1.793
0.072117	3.3793	1.8403	1.6971
0.072828	3.3979	1.8885	1.7281
0.073534	3.4164	1.9325	1.7646
0.07423600000000001	3.4136	1.9727	1.7989
0.074938	3.4256	2.0141	1.8373
0.07563599999999999	3.4385	2.0525	1.8765
0.076331	3.4467	2.0754	1.9207
0.077024	3.1541	1.9788	1.8425
0.07778	2.959	1.9707	1.792
0.07858599999999999	2.9521	2.0067	1.8057
0.079392	2.9897	2.0494	1.8522
0.080188	3.004	2.0912	1.8943
0.08097800000000001	2.9966	2.101	1.9204
0.081771	2.5919	1.9689	1.7746
0.08268500000000001	2.6124	2.0275	1.8201
0.083592	2.6305	2.0621	1.8614
0.084492	2.4243	2.0012	1.8057
0.085467	2.4493	2.0604	1.8548
0.08643100000000001	2.4078	2.0737	1.8708
0.087411	2.4199	2.1085	1.8975
0.08838500000000001	2.343	2.1063	1.8869
0.08939	2.3163	2.1165	1.9089
0.090406	2.0605	2.0012	1.788
0.091546	2.0884	2.0669	1.8414
0.09266999999999999	2.0355	2.0835	1.8441
0.093822	1.9948	2.0656	1.8483
0.094997	1.916	2.0741	1.8349
0.096219	1.8275	2.0496	1.8122
0.09749799999999999	1.8253	2.0692	1.8425
0.098778	1.6795	1.9997	1.7877
0.10017	1.5745	1.9879	1.7464
0.10165	1.5428	1.9757	1.7551
0.10316	1.5122	1.9958	1.7708
0.1047	1.5001	2.0305	1.7983
0.10625	1.4621	1.9984	1.7946
0.10783	1.3097	1.9447	1.6946
0.1096	1.347	1.9911	1.7553
0.11132	1.1695	1.8825	1.6296
0.1133	1.2408	1.9651	1.7268
0.11517	1.0538	1.8318	1.581
0.11736	1.0496	1.8618	1.6165
0.11956	1.0533	1.9016	1.6646
0.12174	0.86602	1.7482	1.4928
0.1244	0.91379	1.8208	1.586
0.12692	0.78429	1.7138	1.4701
0.12986	0.75262	1.7147	1.4905
0.13291	0.64427	1.6098	1.3813
0.13647	0.6059600000000001	1.6428	1.4129
0.14025	0.65554	1.744	1.5271
0.14375	0.4749	1.5394	1.3028
0.14856	0.49853	1.666	1.4488
0.15315	0.37607	1.5308	1.3046
0.15922	0.25329	1.4265	1.0573
0.16376	0.21666	1.3767	1.0042
0.16902	0.20757	1.4021	1.0351
0.17445	0.16583	1.3092	0.94862
0.18118	0.14548	1.299	0.93706
0.18878	0.12059	1.2672	0.90585
0.19784	0.087981	1.1851	0.82939
0.21016	0.06461	1.1612	0.8057
0.22675	0.036946	1.1121	0.75044
0.25546	0.011548	1.0966	0.71921
